Time (s),X (Yellow Actual),Y (Yellow Actual),X (Yellow Predicted),Y (Yellow Predicted),X (Red Actual),Y (Red Actual),X (Red Predicted),Y (Red Predicted)
11.408285856246948,355,93,348,92,447,340,467,351
11.444815397262573,342,94,333,93,435,341,450,347
11.477304458618164,329,96,319,95,424,341,433,344
11.508800506591797,315,98,304,97,413,342,416,342
11.545325994491577,302,100,290,100,402,342,401,341
11.576558828353882,289,102,276,102,390,342,385,341
11.608153581619263,276,103,263,104,380,342,372,340
11.644068002700806,264,104,250,105,369,342,359,340
11.676791191101074,252,105,237,107,357,342,346,340
11.70807933807373,241,107,226,108,347,342,334,340
11.745233535766602,230,109,214,110,337,343,323,341
11.776362419128418,220,111,204,112,327,344,313,342
11.808154106140137,211,113,195,114,320,345,304,343
11.840019941329956,203,115,187,116,314,346,298,344
11.876638889312744,196,117,180,118,308,346,292,345
11.90810251235962,190,118,174,120,312,337,291,342
11.940694093704224,185,119,169,121,304,340,289,341
11.976349115371704,182,119,166,122,310,334,291,337
12.008153200149536,180,119,164,122,315,330,296,333
12.041711807250977,180,119,165,122,,,,
12.077847003936768,182,118,167,121,323,326,305,328
12.107903003692627,186,117,171,120,325,325,312,324
12.139801979064941,191,116,177,118,329,325,320,322
12.17673134803772,196,114,184,116,335,325,328,321
12.207902669906616,203,112,193,114,328,331,330,323
12.239946603775024,211,110,203,111,,,,
12.276045560836792,220,108,213,108,,,,
12.3097243309021,230,105,225,105,371,300,351,311
12.340373992919922,242,102,238,102,375,299,367,302
12.378124237060547,255,101,253,99,381,298,381,296
12.408400535583496,268,99,268,97,387,296,392,291
12.440847635269165,281,97,283,95,,,,
12.477271795272827,295,95,299,92,406,295,407,288
12.508481979370117,310,93,315,90,408,295,418,287
12.539949655532837,324,91,331,88,,,,
12.578582763671875,339,89,348,86,,,,
12.608367204666138,354,87,364,84,407,300,423,288
12.642679929733276,368,85,380,82,411,303,427,292
12.676916360855103,384,83,396,80,416,304,430,295
12.707968711853027,398,82,411,79,421,305,433,299
12.740214347839355,412,81,426,78,431,305,439,301
12.776708126068115,426,81,441,77,439,305,445,303
12.80897331237793,439,81,455,77,449,306,453,305
12.84005069732666,450,81,467,77,,,,
12.876944303512573,460,82,478,78,476,305,470,306
12.91075611114502,468,83,487,79,,,,
12.94029712677002,473,83,493,80,,,,
12.976075887680054,477,83,497,81,,,,
13.008465766906738,479,83,499,82,,,,
13.041394472122192,479,82,499,82,,,,
13.076902389526367,477,82,496,82,,,,
13.108665466308594,473,82,491,82,,,,
13.140780210494995,468,83,484,82,,,,
13.176394701004028,462,83,476,82,,,,
13.208698272705078,455,83,466,83,,,,
13.240103244781494,447,83,456,83,,,,
13.276755094528198,437,83,444,83,471,334,479,319
13.3080575466156,427,84,431,83,467,333,482,328
13.340358257293701,415,84,417,84,,,,
13.376740217208862,403,85,403,84,449,352,474,343
13.40883994102478,391,87,389,86,442,350,465,352
13.439943075180054,378,87,374,86,,,,
13.476592063903809,366,89,360,88,425,353,449,359
13.508519649505615,353,91,345,90,422,352,436,362
13.540332317352295,341,94,331,92,418,352,425,363
13.576352834701538,329,98,318,96,413,352,415,363
13.608623504638672,320,101,306,100,,,,
13.640623331069946,312,104,296,103,409,296,406,337
13.677127361297607,306,106,288,107,,,,
13.708412885665894,303,107,284,109,,,,
13.741039991378784,301,108,281,111,,,,
13.776505947113037,300,109,281,112,,,,
13.808656930923462,300,110,282,113,,,,
13.840511083602905,300,112,284,114,,,,
13.877346992492676,299,115,286,116,,,,
13.908947467803955,297,119,288,119,,,,
13.940287590026855,293,124,287,123,390,313,393,325
13.971909523010254,,,,,399,310,388,315
14.008498191833496,,,,,409,347,390,325
14.040701150894165,,,,,,,,
14.072754859924316,,,,,,,,
14.107993364334106,,,,,,,,
14.140154600143433,190,256,242,185,,,,
14.171898126602173,176,284,202,242,,,,
14.208921670913696,158,326,167,300,,,,
14.241809368133545,138,375,135,361,,,,
14.272676467895508,121,419,108,420,,,,
14.309514999389648,,,,,,,,
14.341353178024292,,,,,,,,
14.3717679977417,,,,,,,,
14.409968614578247,,,,,,,,
14.440479516983032,,,,,,,,
14.473445415496826,,,,,,,,
14.509551048278809,,,,,,,,
14.540239810943604,,,,,,,,
14.57296109199524,,,,,,,,
14.608122825622559,,,,,,,,
14.640086889266968,,,,,,,,
14.673357486724854,,,,,,,,
14.708916425704956,,,,,,,,
14.741029977798462,,,,,398,319,388,320
14.772309064865112,,,,,398,319,388,317
14.809374570846558,,,,,399,318,389,315
14.840641975402832,,,,,398,319,390,314
14.872308492660522,,,,,397,320,390,314
14.908414602279663,,,,,398,321,392,315
14.941155195236206,,,,,398,321,393,317
14.97296404838562,,,,,398,322,394,318
15.00853681564331,,,,,398,323,395,320
15.042237997055054,,,,,398,323,396,321
15.072643995285034,,,,,398,324,397,322
15.110552787780762,,,,,397,325,397,324
15.141039371490479,,,,,397,325,397,325
15.172727823257446,,,,,397,325,397,325
15.208680629730225,,,,,397,325,397,326
15.242170333862305,,,,,396,325,396,326
15.271848440170288,,,,,,,,
15.310760021209717,,,,,433,206,412,272
15.341006994247437,,,,,413,266,415,260
15.373688697814941,,,,,,,,
15.407894849777222,,,,,,,,
15.442138433456421,,,,,,,,
15.47538423538208,,,,,,,,
15.508225917816162,,,,,,,,
15.540172815322876,,,,,,,,
15.574131965637207,,,,,,,,
15.60825252532959,,,,,,,,
15.640332698822021,,,,,,,,
15.672531366348267,,,,,,,,
15.709833860397339,,,,,,,,
15.740567684173584,,,,,,,,
15.772198915481567,,,,,,,,
15.808799266815186,,,,,,,,
15.840495586395264,,,,,,,,
15.872366666793823,,,,,,,,
15.910435914993286,,,,,,,,
15.940755844116211,,,,,,,,
15.973183870315552,,,,,,,,
16.006969451904297,,,,,,,,
16.040382385253906,,,,,,,,
16.072371244430542,,,,,,,,
16.10420060157776,,,,,,,,
16.140320539474487,,,,,,,,
16.172504901885986,,,,,,,,
16.205064296722412,,,,,,,,
16.2409348487854,,,,,,,,
16.272294759750366,,,,,,,,
16.306535959243774,,,,,,,,
16.340452432632446,,,,,,,,
16.37244963645935,,,,,,,,
16.403929948806763,,,,,,,,
16.440162420272827,,,,,,,,
16.472811460494995,,,,,,,,
16.504833221435547,,,,,,,,
16.540083408355713,,,,,,,,
16.572566509246826,,,,,,,,
16.60443949699402,,,,,,,,
16.641417741775513,,,,,,,,
16.67231321334839,,,,,,,,
16.706589698791504,,,,,,,,
16.74022912979126,,,,,,,,
16.773848056793213,,,,,,,,
16.803914308547974,,,,,,,,
16.840314865112305,,,,,,,,
16.873380184173584,,,,,,,,
16.905747890472412,,,,,373,236,399,240
16.94256353378296,,,,,,,,
16.97217559814453,,,,,,,,
17.004015684127808,,,,,,,,
17.040722846984863,,,,,,,,
17.073295831680298,,,,,,,,
17.10464310646057,,,,,,,,
17.140833616256714,,,,,,,,
17.17194676399231,,,,,,,,
17.204424381256104,,,,,,,,
17.24047303199768,,,,,,,,
17.272858381271362,,,,,,,,
17.30434536933899,,,,,,,,
17.340585231781006,,,,,,,,
17.37369680404663,,,,,,,,
17.404064178466797,,,,,,,,
17.44172716140747,,,,,,,,
17.4726402759552,,,,,,,,
17.504015684127808,,,,,,,,
17.540201663970947,,,,,,,,
17.57211184501648,,,,,,,,
17.603771686553955,,,,,,,,
17.64146113395691,,,,,,,,
17.673045873641968,,,,,,,,
17.704455375671387,,,,,,,,
17.74119281768799,,,,,,,,
17.77236819267273,,,,,,,,
17.805033445358276,,,,,,,,
17.840928554534912,,,,,,,,
17.87340760231018,,,,,,,,
17.90488290786743,,,,,,,,
17.94154453277588,,,,,,,,
17.97240114212036,,,,,,,,
18.005340814590454,,,,,,,,
18.040117025375366,,,,,,,,
18.072924613952637,,,,,,,,
18.10441255569458,53,476,61,483,,,,
18.13778066635132,56,463,32,516,,,,
18.17208170890808,65,436,20,521,,,,
18.206137895584106,79,399,22,500,,,,
18.23641610145569,98,357,36,460,,,,
18.27256441116333,120,316,60,409,,,,
18.304404735565186,145,281,91,353,,,,
18.336961030960083,171,252,126,299,,,,
18.37437677383423,196,229,163,251,,,,
18.40511965751648,218,212,199,211,,,,
18.436525583267212,236,201,231,181,,,,
18.472968101501465,251,194,259,160,,,,
18.504828929901123,261,191,280,149,,,,
18.537587881088257,266,189,294,144,,,,
18.573724269866943,268,187,301,143,,,,
18.605583429336548,266,186,302,146,,,,
18.635987281799316,263,184,299,150,,,,
18.672602891921997,260,182,292,154,,,,
18.70453667640686,257,181,284,159,,,,
18.737818956375122,254,180,276,163,,,,
18.772042989730835,253,181,268,167,371,315,386,262
18.80476975440979,253,182,262,171,370,314,376,279
18.836811542510986,253,184,257,176,369,314,368,293
18.87299370765686,253,185,254,180,372,313,365,303
18.904579877853394,253,186,252,183,369,314,362,311
18.937472343444824,253,188,251,186,368,315,360,316
18.973067045211792,252,190,249,189,367,316,359,320
19.004459857940674,251,192,248,192,366,317,359,322
19.036229372024536,250,194,247,195,365,318,359,324
19.072564363479614,249,196,247,197,364,317,359,324
19.105327129364014,248,198,246,199,363,318,358,324
19.136977195739746,247,199,245,201,363,318,359,323
19.173380613327026,247,200,245,203,362,317,359,322
19.206072568893433,247,200,244,203,362,317,359,321
19.236554622650146,247,200,245,203,,,,
19.273074865341187,247,200,245,203,363,320,360,321
19.304574728012085,247,200,245,203,362,319,360,321
19.33780026435852,247,201,245,203,,,,
19.37328553199768,247,202,246,203,,,,
19.40505599975586,247,203,246,203,,,,
19.436230421066284,247,205,246,204,,,,
19.473180055618286,247,206,246,206,,,,
19.50444197654724,248,207,247,207,,,,
19.53826141357422,248,208,247,208,,,,
19.572880268096924,248,209,248,209,,,,
19.605290412902832,248,210,248,210,,,,
19.636811017990112,248,210,248,211,,,,
19.673258304595947,248,210,248,211,,,,
19.704413175582886,247,210,247,211,,,,
